id,make,model,color,vin,license_plate,body_style,doors,drive_type,fuel_type,engine,transmission,country,first_name,last_name,phone,age,address
"1e3b6e2d-3216-4b27-b7cf-42a82d69a8aa","Tesla","ID.3","blue","UBP4WUDL7WHL39111","aws-8151","SUV","2","4x4/4-wheel drive","Gasoline","6 Cylinder Engine","Automanual","Niger","Cher","Bartell","(680) 329-4347","43","10573 Korey Island, Ebertfort, MD 40051"
"570a0100-f7e4-4978-bb09-9454f032d425","Lancia","Puma","blue","G3XX6XW1HZRK38353","ici-3054","Crew Cab Pickup","3","4x2/2-wheel drive","Electric","4 Cylinder Engine","Automanual","Chad","Marshall","Lang","(305) 238-6049","61","7844 Runolfsdottir Camp, Port Marialand, MT 88113"
"c5460ed3-1b37-4436-ab19-297c882db9a0","Kia","A8","lavender","AX0LBW2B0LAM60887","rup-5656","Crew Cab Pickup","1","FWD","Gasoline Hybrid","4 Cylinder Engine","Automanual","Bhutan","Tony","Howell","(430) 780-4436","78","9062 Bogisich Unions, Abeville, ME 84794"
"5b454d46-25c9-4e78-991d-9dd45dc9229f","Toyota","Kona","grey","NZ398PAD8UWW54394","caz-2939","Sedan","2","RWD","E-85/Gasoline","4 Cylinder Engine","Automatic","Philippines","Burt","Upton","(503) 403-6753","60","Suite 574 188 Benito Locks, Stantonfort, OH 50005"
"6e43ec61-ba85-487c-81bb-f9914b9588f4","Peugeot","Navigator","cyan","GA3BKXH01FHC95070","jsd-2010","Passenger Van","4","AWD","Electric","8 Cylinder Engine","CVT","Viet Nam","Jane","Waelchi","(505) 648-0847","18","1358 Lemke Trace, North Hanside, AZ 19098"
"da7774e0-3c2c-4c0f-8d93-f39310f7445c","Peugeot","108","pink","GCU92PBUNVX470127","mjb-5464","Crew Cab Pickup","4","RWD","Gasoline Hybrid","4 Cylinder Engine","Automatic","Lao People's Democratic Republic","Genevive","Beahan","(270) 422-4000","42","Apt. 792 99825 Grady Freeway, Port Lynnberg, DE 42210"
"241479b5-0d11-4eec-ade8-60b77521c6da","Volkswagen","Giulia","teal","JMTLZ4H65GA593239","wiy-8015","Extended Cab Pickup","3","AWD","Ethanol","4 Cylinder Engine","CVT","Italy","Lindsey","Schaden","(730) 228-3175","51","171 Treutel Bridge, Port Stephine, OH 57528"
"fb54bca4-0427-4934-9ce2-fe0ae603defb","Lancia","MKS","plum","1MKG12XX4YV463509","auf-0301","Cargo Van","2","RWD","Compressed Natural Gas","6 Cylinder Engine","Manual","Pakistan","Shaquita","Beatty","(730) 683-4427","71","Apt. 316 69703 Charles Garden, Albertineview, ME 48560"
"63749329-ebed-4708-9bdf-65a4cb7cf561","Alfa-Romeo","Yaris","silver","VHNH1SATS4A701515","hbc-5472","SUV","1","4x2/2-wheel drive","Diesel","4 Cylinder Engine","CVT","Zambia","Abdul","Crooks","(629) 388-1942","33","4462 Hartmann Center, South Johana, AZ 34272"
"fe1018e4-3fc7-40e6-9616-ce8b56b4f792","Volvo","Verano","orchid","1C5BDEYP3GF274620","zlk-8964","Coupe","3","AWD","E-85/Gasoline","8 Cylinder Engine","Automanual","Fiji","Violeta","Rutherford","(510) 580-8095","64","Apt. 562 5562 Upton Stravenue, North Brandon, AK 85405"
"4189a833-9270-49b1-9828-48fcb662a886","Citroën","Silverado","grey","SHTC6ZJNN2NF77778","wsu-3648","Wagon","4","FWD","Gasoline Hybrid","6 Cylinder Engine","Automatic","Australia","Cherelle","Schulist","(656) 318-3907","34","Apt. 613 33747 Porfirio View, North Phylisfort, DE 12289"
"e46c8952-b6a9-404e-a689-38d8a0954702","Tesla","Stelvio","lime","CEETWF5NKCGP85955","wzh-6605","Coupe","2","RWD","Compressed Natural Gas","8 Cylinder Engine","CVT","Namibia","Emilee","Koelpin","(464) 701-9195","47","14448 Bradly Isle, New Cecilchester, AR 29474"
"405ec0ce-e4ae-4816-86e8-c4399c0c00f3","Nissan","Regal","indigo","0SMW755AFFBW61329","wro-8934","Passenger Van","3","FWD","Compressed Natural Gas","6 Cylinder Engine","CVT","Austria","Steve","Veum","(305) 292-9132","29","89200 Noma Island, Nienowshire, PA 77184"
"2ed5a8ce-6b43-464e-be76-b39d6470fc32","Seat","ES6","turquoise","9UUGBHMH1PG988018","vlr-4678","SUV","3","4x4/4-wheel drive","Ethanol","6 Cylinder Engine","Manual","Iran (Islamic Republic of)","Federico","Lueilwitz","(983) 302-8623","18","Apt. 556 00741 Zieme Burg, Littleshire, KY 97085"
"3d5cb8a2-da92-4aa5-a08b-77cf52a282f9","Skoda","i20","silver","0X16V90ZFF0V00195","mma-1355","Wagon","3","4x2/2-wheel drive","Gasoline Hybrid","6 Cylinder Engine","CVT","Kenya","Dorcas","Macejkovic","(678) 753-6565","57","Apt. 533 982 Whitley Ways, West Kassandra, MO 89349"
"130c27c9-ecf1-418f-9e04-9d15077396d2","Alfa-Romeo","Yaris","cyan","SPAU4HWTN7GM17711","psx-7658","Sedan","3","AWD","E-85/Gasoline","4 Cylinder Engine","CVT","Congo, Democratic Republic of the","Damien","Bradtke","(305) 204-4678","32","518 Moshe Loaf, Port Rona, VT 86844"
"9d9a7127-5288-4c6b-8853-073be65c9b50","Citroën","Octavia","orchid","9ZLBT7SZ8L0413954","wrp-5986","Extended Cab Pickup","2","RWD","Compressed Natural Gas","6 Cylinder Engine","Automatic","Marshall Islands","Elane","Moore","(910) 564-1438","46","Apt. 979 80022 Trantow Ramp, Buckridgefort, MA 47807"
"6996c19d-95f1-40c8-8daf-8dee7a14fba4","Lincoln","Mokka","lime","PC8WFJESA5RM37101","kek-3204","Hatchback","2","4x2/2-wheel drive","Compressed Natural Gas","8 Cylinder Engine","Automanual","Serbia","Louie","Jones","(678) 477-4981","64","648 Spencer Lodge, Lake Emmitt, VA 91076"
"3e439527-2ca0-4014-955f-a815465f55dc","Kia","Ateca","orchid","2DYXTRAHYLPP21950","mfz-8603","Minivan","2","AWD","Diesel","6 Cylinder Engine","Automatic","Lao People's Democratic Republic","Kate","Welch","(413) 391-4705","61","180 Mertz Lock, Diegoport, UT 72337"
"a5652eaf-e037-4e1f-b687-8d1af657c482","Lincoln","Bravo","violet","BBY10EN5UDNB21667","qlr-2632","Coupe","1","4x4/4-wheel drive","Gasoline","8 Cylinder Engine","Automanual","Tonga","Rosamaria","Schiller","(730) 662-7904","36","Suite 677 40552 Turner Summit, North Lucien, AL 84983"
"8370e283-e71d-4092-b87f-43b65999aac4","Dacia","Twingo","azure","705MV3AEBTM350510","yqo-5949","Hatchback","4","FWD","E-85/Gasoline","6 Cylinder Engine","Automanual","Chad","Terry","Bashirian","(505) 648-0300","58","2178 Irmgard Avenue, Gradyburgh, MN 10918"
"dc9092d2-71b3-4efa-bf6d-e466b27ebf7a","Lancia","Camry","violet","DEPXCLF8G6E027787","axd-7209","Regular Cab Pickup","1","FWD","E-85/Gasoline","8 Cylinder Engine","Manual","Serbia","Eugene","Jones","(680) 621-2003","47","8371 Nitzsche Trafficway, East Gudrunton, FL 32760"
"86580bdc-d989-4ace-80fa-4c4c9ba7343a","Mazda","E-Class","silver","WH3PMGSHNKHD45890","ygv-3697","Convertible","3","RWD","Electric","6 Cylinder Engine","Automanual","Tanzania, United Republic of","Dortha","Rutherford","(730) 655-1322","51","0110 Lueilwitz Islands, Batztown, PA 17901"
"feafa460-f58b-47b7-9797-1ac82b848501","Lancia","500","mint green","34JBPRS4AUGT20888","fwt-5907","Passenger Van","3","FWD","Gasoline","8 Cylinder Engine","Automatic","Ecuador","Barbra","Feest","(305) 295-7616","61","477 Loreen Turnpike, West Dontebury, AZ 60965"
"34823437-28b5-46be-8743-6596db22f7b9","Fiat","Delta","cyan","7KE2HPDMZYKS41428","bmj-9837","Convertible","2","FWD","E-85/Gasoline","8 Cylinder Engine","Automatic","Germany","Arthur","Williamson","(730) 624-9528","38","Suite 919 544 Keli Shoals, South Karima, AR 69276"
"0c6b25fd-e607-43de-bbca-ae1ce6555b9d","Skoda","Delta","green","JVLUA1VS9DFY70016","huq-6223","Hatchback","4","RWD","Ethanol","4 Cylinder Engine","CVT","Sudan","Eddie","Wiza","(315) 584-2569","24","623 Elba Stravenue, Pedromouth, NC 76607"
"37fc463d-a7b5-4351-90aa-0a56867dceb3","BMW","500X","blue","4MNRX42CEUHV36849","duc-8917","Passenger Van","2","4x4/4-wheel drive","Gasoline Hybrid","8 Cylinder Engine","Manual","Senegal","Harvey","Schmidt","(730) 231-2570","74","Apt. 901 851 McKenzie Walks, East Felix, CT 62470"
"7b88038d-8d68-4833-8c64-d917d894115b","Lancia","X3","gold","X0AMHN3VFWHD62854","cmb-5067","Crew Cab Pickup","3","4x2/2-wheel drive","Compressed Natural Gas","8 Cylinder Engine","CVT","Uruguay","Retha","Schumm","(730) 204-0627","78","5383 Pfeffer Drives, Port Andreas, AK 97288"
"e12926ba-f236-4d40-96cd-0008447e36de","Peugeot","Qashqai","salmon","VTY3JVB16VL076423","ygh-6033","Minivan","2","AWD","Ethanol","4 Cylinder Engine","Automatic","Korea (Democratic People's Republic of)","Reagan","Bailey","(505) 644-8459","66","Apt. 265 9494 Nelson Mall, South Kerryfort, CA 04201"
"56f68652-27ec-4502-b8ec-ad288b93c4ff","Opel","T-Roc","plum","Z3470VSFZ4KP95010","hly-5733","Minivan","2","4x4/4-wheel drive","Diesel","4 Cylinder Engine","Automanual","Marshall Islands","Myron","White","(352) 947-9529","32","Apt. 676 69399 Renato Cliff, New Reinaldoview, AL 98872"
"37114198-8945-444b-a720-7c2b07ba79bc","Dacia","Ateca","maroon","WYWSCS24LZJD84771","zyb-5533","Regular Cab Pickup","4","4x2/2-wheel drive","Compressed Natural Gas","6 Cylinder Engine","Automatic","Portugal","Josef","Labadie","(305) 201-6200","61","Apt. 774 617 Lanita Causeway, West Garybury, NH 14046"
"ce8d805b-5fc5-4f56-ac7d-e32c2ba703f6","Tesla","Zoe","magenta","4J2J2L47H4T072373","jvr-8662","Crew Cab Pickup","4","FWD","Diesel","6 Cylinder Engine","Manual","Timor-Leste","Marin","Jacobs","(312) 880-6753","38","353 Cornell Ways, Port Deshawnberg, MT 28482"
"fefd3824-daa7-4dd9-836b-e5068fcc3204","Mazda","Riveria","plum","X5S4ZZEXLW0541180","twq-9603","Coupe","2","4x4/4-wheel drive","Electric","6 Cylinder Engine","Manual","Ghana","Filiberto","Bahringer","(305) 287-1211","21","Suite 585 5054 Sipes Isle, East Russ, MA 92087"
"8a7c4b2f-8ed7-4b16-90be-9199a787210d","Renault","ID.4","black","YBCA2A08YTHT45990","iyi-3789","Regular Cab Pickup","1","4x4/4-wheel drive","Gasoline Hybrid","8 Cylinder Engine","Manual","Andorra","Lyndon","Runte","(730) 676-0060","41","Apt. 933 096 Breitenberg Plains, Onieland, TN 13094"
"fd99c6ab-dcaa-4ea1-b8db-e9cf491e3883","Volkswagen","Civic","white","ARL4ECC9Y1GR17246","lxx-0830","Passenger Van","1","FWD","Diesel","8 Cylinder Engine","Automatic","Romania","Stephen","Leffler","(350) 665-7066","55","583 Osinski Club, Lynnashire, CA 25491"
"0e465c40-f1ba-4056-9c13-3ebd746f8489","Nio","Charger","green","B5V81GDB43FL97475","cji-5884","Minivan","2","AWD","Gasoline","6 Cylinder Engine","CVT","Ghana","Edmundo","Lang","(678) 730-4203","42","601 Satterfield Land, East Kazukofort, NC 56819"
"d943efce-08eb-4b9e-adca-7d2e689f3c42","Hyundai","Superb","cyan","F56EH2CVFWMP27264","opo-5390","Regular Cab Pickup","1","4x2/2-wheel drive","Diesel","6 Cylinder Engine","Manual","Denmark","Sterling","D'Amore","(757) 974-4469","67","Suite 108 680 Murphy Well, Lake Devonside, PA 93275"
"6a73c07d-1974-4ad4-ae1b-b640cfbd36ab","Dacia","C4","grey","MVMH8ZS9ZAJ002998","pmn-3178","Passenger Van","4","FWD","Ethanol","4 Cylinder Engine","Automanual","Slovenia","Jimmy","Cole","(730) 222-3990","40","Suite 821 9400 Leffler Ramp, Lake Curtis, PA 42782"
"908099db-8ecd-437d-a601-05461d176504","Buick","Malibu","orchid","JK52XJJAJ6SZ26344","kyu-7977","Passenger Van","3","AWD","Compressed Natural Gas","8 Cylinder Engine","Manual","South Africa","Lise","Gorczany","(983) 245-4228","24","98842 Zieme Brook, Port Cecillestad, KY 17662"
"0f4560c0-7515-4ad1-9517-7b0fe2ca9aa6","Peugeot","A5","lavender","11TPSG1V4DDD31578","huc-8539","Convertible","2","FWD","Gasoline","8 Cylinder Engine","Automatic","Sweden","Arlie","Torphy","(505) 590-5054","20","Apt. 266 863 Kuvalis Skyway, Gottliebstad, VA 73241"
"1c551cbc-f214-4b83-936e-da9354c11c05","Ford","Malibu","red","XUMPW0NFUBJM22693","cut-1200","Wagon","3","4x4/4-wheel drive","Ethanol","8 Cylinder Engine","Automatic","Costa Rica","Houston","Hill","(305) 783-2976","71","633 Kunze Common, New Reid, VA 47720"
"889d6ffa-63e1-43ae-8279-a44728cd984c","Mazda","Charger","orchid","0JN3EHBAWPAK51381","hcw-4577","SUV","1","AWD","Gasoline Hybrid","4 Cylinder Engine","Automanual","Ghana","Tiny","Mann","(505) 373-6110","55","Suite 997 3080 Klein Islands, Palmerborough, CA 34522"
"79ca5fed-ede1-4807-a001-08b5556099c9","Lincoln","108","green","PT6XWJ7WUHJ046404","edg-2655","Minivan","1","RWD","E-85/Gasoline","8 Cylinder Engine","Automanual","Korea, Republic of","Jamey","Effertz","(283) 806-4135","27","Apt. 402 13836 Von Way, Lake Jeannieland, IN 57984"
"f1f8430c-a222-4992-a9eb-43dd562b20dc","Honda","Malibu","gold","B5SYLPYDBS0R84072","rpx-3193","Hatchback","1","AWD","Ethanol","6 Cylinder Engine","Automanual","Chad","Karla","Jacobs","(931) 686-2238","76","Apt. 722 2610 Pamula Stravenue, Wyattstad, NV 33208"
"d8166e9c-cbcc-4563-a792-8b3103251efd","Lincoln","Megane","gold","VXFT3BVFJFU534791","tml-0402","Regular Cab Pickup","1","4x4/4-wheel drive","Gasoline Hybrid","4 Cylinder Engine","Automatic","Sudan","Buford","Mertz","(580) 280-6017","32","2846 Haley Passage, Olsonhaven, FL 40738"
"0965d488-3932-4025-998a-54a93ecfed34","Kia","IONIQ 5","violet","TF9DRF99D0J996447","lct-3708","Crew Cab Pickup","4","FWD","Ethanol","4 Cylinder Engine","CVT","Congo","Elisha","Bartell","(730) 604-9839","61","985 Reinger Lock, New Fanniebury, WA 49822"
"b9ab3471-9d12-4620-90cf-bf98b0440086","Chevy","P5","ivory","FJE59WX69RGM86359","lle-6148","Regular Cab Pickup","4","RWD","Diesel","4 Cylinder Engine","Manual","Guinea","Tom","Gorczany","(305) 204-7931","27","Apt. 626 696 Freda Squares, Kerenstad, GA 22632"
"c2afecb4-d5bc-4c22-952d-2507c5ce1aaf","Seat","Polo","teal","W2U0ER4CFZVY31640","imk-7815","Wagon","4","AWD","Diesel","4 Cylinder Engine","CVT","Barbados","Seth","Baumbach","(472) 245-1296","22","184 Jeanelle Islands, South Barbarberg, NJ 13282"
"f495e7d1-9e84-413c-848e-5c69ce6ff5a3","Tesla","Kona","mint green","TRCTME7JZ9B950531","aod-5319","SUV","4","FWD","Gasoline","6 Cylinder Engine","CVT","Chad","Johnnie","Murphy","(983) 744-8506","60","Apt. 627 53112 Jess Circle, West Scottiebury, MD 47307"
"5189a595-3a6d-4fb3-b413-a88da5c5a73d","Mazda","A7","magenta","TLRDJBBXPSBS68476","njv-4892","Crew Cab Pickup","3","RWD","Diesel","6 Cylinder Engine","CVT","Japan","Jeri","Reilly","(305) 205-0426","77","066 Corkery Cliff, O'Harashire, AZ 77585"
"ea3e2c02-b2f4-48fa-84f2-c62e60ebfe85","Toyota","ID.4","azure","V2UB8P1CVWLT98371","cci-8755","Convertible","1","4x2/2-wheel drive","Compressed Natural Gas","6 Cylinder Engine","Automatic","Japan","Devin","Runolfsdottir","(820) 574-9118","55","2820 Han Place, Keelingborough, MN 73237"
"945b6f01-6688-44fa-bc53-c8806d35ec1a","Nio","Ateca","pink","F8DKH0NMM6ND37068","fry-2410","Crew Cab Pickup","3","AWD","Gasoline","6 Cylinder Engine","Manual","Iraq","Mardell","Bahringer","(730) 209-8196","61","197 Harland Harbor, North Virgiltown, WY 34747"
"76296587-ba03-4e80-a7ce-65427c9f260d","Hyundai","Roadster","silver","XGP5AEJWYKW147192","yso-3014","Crew Cab Pickup","1","4x4/4-wheel drive","E-85/Gasoline","4 Cylinder Engine","Automanual","Denmark","Spencer","Ankunding","(730) 215-0898","20","Apt. 518 59086 Kiehn Causeway, Port Delenachester, NJ 22177"
"3ded096a-9a6e-4aeb-a4b1-9a63714f18d0","Buick","Puma","white","3YEZ66KN71WU47504","prt-9289","Coupe","2","RWD","Ethanol","8 Cylinder Engine","Manual","Dominican Republic","Marcene","Bogan","(305) 208-0471","49","900 Leslie Meadow, Bartellberg, IL 35868"
"6dcebf5c-aee1-4561-a88b-3e3e3793c126","Skoda","Roadster","red","116HWV28XLRN97210","ken-8457","Passenger Van","3","AWD","E-85/Gasoline","8 Cylinder Engine","CVT","Bulgaria","Dinah","Crona","(983) 842-1063","24","Apt. 127 582 Muller Burgs, East Stanfordville, WV 45978"
"9b843148-8c80-49bc-9e95-00528022b3ab","Lancia","i10","cyan","6RDS01PLHX0Y22479","rbq-2266","Coupe","1","AWD","Diesel","8 Cylinder Engine","Manual","Samoa","Ken","Pacocha","(582) 212-9767","32","9275 Herma Canyon, Fadelton, TN 97529"
"897d6797-2911-46c3-9ae7-733c59ffb1f9","Alfa-Romeo","164","plum","7D6V01GHEVYV28153","esr-2247","Extended Cab Pickup","1","AWD","Gasoline Hybrid","6 Cylinder Engine","Automatic","Bahrain","Yasmine","Larkin","(623) 364-5223","60","1218 Denesik Corners, Genevievebury, ME 09667"
"24c59063-e9ed-4d0f-aa72-9ccd0da30824","Lancia","Tucson","ivory","AN0BTGC948N079255","ezy-9933","Cargo Van","1","RWD","Diesel","4 Cylinder Engine","Automanual","Tunisia","Jarrod","Leannon","(909) 235-8748","38","Suite 680 69184 Hudson Trail, North Hazelmouth, WV 81532"
"0b7ef66b-24b6-4b88-94b1-4489b2219148","Nissan","Model Y","salmon","KY33LD8XVPG165742","ais-4443","Extended Cab Pickup","3","4x4/4-wheel drive","Gasoline","8 Cylinder Engine","Automatic","Ukraine","Milan","Gerlach","(850) 385-3813","67","Suite 882 514 Schumm Viaduct, West Lani, TN 44780"
"d30b0167-295f-432f-98e7-6f8c405d1e52","Kia","Tipo","maroon","4SYBR47ZHVAE73944","fxt-5108","SUV","2","RWD","E-85/Gasoline","4 Cylinder Engine","Manual","Honduras","Jc","Fadel","(260) 693-0884","18","523 Conchita Forges, East Jon, NH 61491"
"5e588fb9-fab0-464c-a755-8c21f7e529a6","Fiat","Pathfiner","red","BLNT0PY93MZL36679","svi-2695","Regular Cab Pickup","1","RWD","Compressed Natural Gas","8 Cylinder Engine","Manual","Guinea-Bissau","Jenni","Stark","(305) 633-3183","65","Apt. 636 017 Rippin Mission, Gibsonberg, MI 16633"
